Speaker,activity,sentenceID,session,rep,name,frameTime,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,soundingPercentage,silencePercentage,silencesPerSecond,silencesMean,Type,score_lourdes
S10,Dinamica4.3,S592,0,2,19-5-2017_11-11-54-750_Dinamica4.3_2,0,35.81474,0.100741,33.81496,34.37965,37.15684,3.341881,139.8206,165.3593,60.57358,70.54276,2.512275,0.439273,1.48011,2.32012,3.445182,1.965072,24.87551,13.56677,20.99386,10.22,1.341485,0.73459,11.63364,1.429129,1.115105,11.98151,18.56951,0.68359,-32.02114,-0.46348,0.018905,1.439382,0.943991,0.871884,8.700706,0.442257,5.468524,1.83007,15.03789,0.612864,385.2909,0.180725,967.6731,0.125248,-50.90403,-1.679681,1589.671,0.125318,499.7876,0.628394,-56.8678,-1.235558,2610.506,0.054893,1157.186,0.655741,-52.61004,-1.358274,-7.868232,-0.595915,13.83992,0.514906,0.105953,0.239313,-0.035761,-0.315809,1.528292,0.672249,16.43567,0.7776,-1.21624,-11.30837,19.87091,0.629564,-36.15327,-0.369277,7.18725,-3.871921,0.016218,-0.008884,0.743838,4.069767,2.39521,0.3225,0.131411,0.075,0.02958,-17.50409,0.73,0.27,0.42,0.66,B,B
S10,Dinamica1.2,S618,0,1,19-5-2017_11-5-48-978_Dinamica1.2_1,0,34.17867,0.085017,33.64836,34.76186,35.63067,1.982315,95.39185,60.31997,17.41632,7.407878,3.624653,0.506445,2.057928,3.655468,5.159473,3.101545,55.74165,38.44322,41.67344,53.17167,2.158224,1.259035,16.8202,0.582627,-8.412491,-1.801658,7.337176,2.352447,-27.44242,-0.465789,0.01263,1.221325,0.771142,1.113058,8.473758,0.605272,-3.980113,-6.80181,7.093331,4.001552,431.0735,0.225014,973.0062,0.145062,-17.94677,-2.933852,1470.947,0.107072,727.9158,0.305178,-24.12187,-2.050364,2603.006,0.049918,694.8486,0.606697,-26.53165,-1.812595,-6.716537,-0.840168,15.02011,0.373346,0.083106,0.616703,-0.018252,-0.912554,2.358007,1.204973,17.64311,0.468224,-10.77021,-1.347588,5.774644,2.825543,-27.87438,-0.438016,0.876465,4.197992,0.00188,-0.012311,0.892696,4.964539,2.222222,0.403333,0.236831,0.045,0.005,-13.57134,0.86,0.14,1.21,0.12,B,B
S10,Dinamica12.2,S603,0,1,19-5-2017_11-23-47-125_Dinamica12.2_1,0,35.98258,0.056706,34.38022,35.68881,38.55485,4.174625,164.0526,188.2314,18.88757,20.61655,1.86663,0.60844,0.997188,1.510058,3.179882,2.182694,27.44855,15.5469,18.42841,23.59199,0.986258,0.804719,5.370276,2.968164,1.611697,10.93507,17.26754,1.000248,-22.92405,-0.762273,0.026661,1.12889,1.030877,0.651634,6.114096,0.760024,11.03766,0.807963,13.80622,0.639258,482.6908,0.515017,960.4774,0.200774,-81.59395,-1.12887,1588.159,0.190535,662.4657,0.360819,-60.46691,-1.24517,2705.631,0.092388,754.0016,0.66745,-58.68959,-1.277829,-5.003148,-1.34976,12.65404,0.663703,0.083154,0.513581,-0.018169,-0.713582,1.182479,0.703776,10.07678,1.369709,-1.752904,-10.13758,15.16216,1.194252,-27.52769,-0.656065,6.105068,-1.440445,0.024544,-0.009707,0.449614,3.067485,3.184714,0.228,0.16726,0.066,0.029394,-21.42242,1,0,0,0,B,B
S10,Dinamica9.1,S596,0,1,19-5-2017_11-19-26-561_Dinamica9.1_1,0,35.80011,0.051763,34.47394,35.40028,37.26628,2.792339,265.7266,216.2479,20.63515,10.0508,1.37978,0.498424,0.828303,1.372354,1.87612,1.047817,16.53395,8.233149,7.093028,5.545477,0.696041,0.632182,13.61155,1.046201,4.641665,2.950784,13.98212,1.211068,-26.41249,-0.638368,0.038762,2.004749,1.146257,0.873469,7.864617,0.57066,13.28084,0.679271,21.14495,0.389977,477.0495,0.534408,981.0689,0.263488,-43.42234,-1.62112,1554.459,0.187892,628.6312,0.401328,-41.65478,-1.354974,2706.441,0.073477,741.3592,0.709507,-42.06035,-1.308185,-9.737667,-0.835862,16.61886,0.596549,0.0963,0.333761,-0.023196,-0.511134,0.782164,0.545789,15.50743,0.838553,4.15228,3.17516,12.75313,1.378334,-29.84448,-0.542984,0.470471,5.29398,0.025225,-0.005015,0.247377,4.697987,3.472222,0.24,0.245357,0.0375,0.01479,-22.80469,0.84,0.16,0.56,0.28,B,B
S10,Dinamica12.4,S604,0,1,19-5-2017_11-24-59-46_Dinamica12.4_1,0,35.89735,0.114864,34.39819,35.17869,36.67129,2.273102,709.6516,1167.843,59.58399,47.65469,1.532131,0.457182,0.864188,1.513302,2.084764,1.220576,14.54661,4.572237,12.02287,8.330617,0.623615,0.545503,11.15413,1.313433,-2.55748,-4.839976,13.59028,0.902465,-24.6713,-0.59174,0.021685,1.25035,1.061574,0.855797,7.5021,0.610146,5.640837,1.293085,15.90473,0.430601,433.1413,0.484218,1004.342,0.167637,-40.43687,-1.831856,1487.174,0.157137,582.8876,0.350418,-38.48035,-1.530868,2635.449,0.073684,558.3889,0.581373,-38.28887,-1.531817,-6.872323,-1.126199,12.72747,0.573394,0.110399,0.357638,-0.02252,-0.553162,0.671277,0.529638,14.21505,0.844039,-4.063981,-2.794516,12.61418,0.951375,-27.56508,-0.508005,7.754239,-1.491732,0.027868,-0.004321,0.394687,5.188679,2.415459,0.35,0.286007,0.073333,0.016997,-24.73601,0.82,0.18,0.38,0.46,B,B
S10,Dinamica15.1.2,S608,0,1,19-5-2017_11-26-38-115_Dinamica15.1.2_1,0,34.47284,0.050346,33.03295,34.17235,36.04068,3.007732,93.28587,85.75903,16.62262,11.21606,1.513778,0.467524,0.972181,1.457965,1.958279,0.986097,13.75493,12.13521,17.20775,10.65653,0.615667,0.630739,8.290346,1.840529,1.122209,13.65816,14.43829,0.937521,-20.51202,-0.710275,0.018542,1.188433,1.04958,0.963036,6.905619,0.700652,4.732095,1.996084,14.82231,0.424431,463.4567,0.47451,914.0062,0.236416,-56.76789,-1.475021,1585.844,0.157254,653.2303,0.475241,-57.32082,-1.257713,2666.891,0.074292,963,0.672075,-55.19884,-1.312682,-6.768165,-1.00624,12.76812,0.595739,0.093043,0.386942,-0.029279,-0.420417,0.698169,0.54607,13.71673,0.839693,-0.972854,-15.46766,13.60336,1.040881,-23.53702,-0.652354,7.909162,-3.173667,0.034392,-0.005471,0.414471,4.444445,3.448276,0.215,0.130352,0.068,0.029933,-25.2568,0.84,0.16,0.46,0.34,B,B
S10,Dinamica2.2,S621,0,2,19-5-2017_11-8-6-681_Dinamica2.2_2,0,35.07993,0.127163,33.83746,36.21995,37.05556,3.218102,1110.034,1038.444,20.45135,17.48448,3.16694,0.563602,1.46392,2.717752,4.943124,3.479203,24.67381,4.371227,10.61219,13.79829,1.925983,0.621614,10.93195,1.230445,-6.582148,-2.633547,4.371869,3.611609,-22.34005,-0.614523,0.033565,2.372029,0.982842,0.809551,8.322948,0.50549,2.188799,3.742962,12.61989,0.655948,576.62,0.411223,1083.318,0.233845,-63.53343,-1.375966,1680.182,0.177521,929.5024,0.548972,-59.94947,-1.328018,2642.533,0.120476,1205.305,0.63333,-60.83856,-1.292736,-6.877247,-0.696909,13.19136,0.422177,0.082226,0.572632,-0.023227,-0.621984,2.215734,0.503894,15.92264,0.5928,-11.50795,-1.528775,2.427308,6.822128,-26.07194,-0.537244,3.501616,0.989271,-0.008736,-0.005641,1.258539,3.333333,3.478261,0.2025,0.104253,0.09,0.037417,-14.56935,1,0,0,0,B,B
S10,Dinamica16.1,S611,0,1,19-5-2017_11-29-23-840_Dinamica16.1_1,0,34.25563,0.042765,33.05933,34.08624,35.00529,1.945965,204.3163,126.3171,10.05593,6.520441,1.704787,0.549065,0.932524,1.439499,2.355947,1.423423,16.79693,8.165207,14.27026,7.950385,0.673887,0.73284,9.055887,1.751503,0.672219,21.55553,17.47772,0.697725,-27.39392,-0.571487,0.016554,1.561256,0.967201,0.81331,7.976309,0.464921,0.859639,8.902844,14.42004,0.46297,409.8824,0.332492,967.4884,0.217889,-44.67112,-1.767038,1554.611,0.115132,571.2433,0.648784,-51.45391,-1.347638,2593.784,0.058247,873.5919,0.81757,-49.11551,-1.424232,-6.75601,-0.9133,12.25349,0.567668,0.099862,0.330908,-0.029336,-0.39128,0.764272,0.673498,14.38352,0.703905,-2.450713,-5.673642,17.61496,0.727467,-32.47192,-0.389029,8.190393,-3.927584,0.015284,-0.007992,0.343775,3.421053,2.4,0.326667,0.24873,0.08,0.045826,-23.06488,0.85,0.15,0.89,0.17,B,B
S10,Dinamica12.2,S605,0,2,19-5-2017_11-24-7-704_Dinamica12.2_2,0,35.92741,0.047678,34.35221,35.78707,37.6849,3.332691,98.32426,84.64532,14.14599,4.842144,1.471458,0.576031,0.711882,1.372595,2.128062,1.41618,20.34805,3.534644,10.51336,5.125706,0.713753,0.710744,10.41172,1.024021,-1.103077,-13.49626,14.78555,0.949579,-23.87783,-0.632784,0.015981,0.974211,0.963866,0.73082,7.443124,0.428181,8.678198,1.159664,16.46509,0.387891,389.4894,0.310083,1020.085,0.227685,-44.3954,-1.786748,1573.427,0.098523,611.7452,0.721617,-41.66413,-1.376191,2584.369,0.078849,1038.224,0.650933,-38.67799,-1.498878,-7.563553,-0.741767,13.33152,0.456284,0.103248,0.354382,-0.024874,-0.43702,0.74581,0.690829,12.06867,0.784915,-0.325879,-46.00602,15.58199,0.87131,-26.10834,-0.573648,3.150683,4.081454,0.005441,-0.001425,0.517222,4.635762,2.739726,0.3075,0.093374,0.075,0.005,-24.5382,0.86,0.14,0.57,0.24,B,B
S10,Dinamica37,S610,0,1,19-5-2017_11-28-17-845_Dinamica37_1,0,35.31553,0.05921,33.55472,35.07767,37.27248,3.717754,29.32765,12.62899,18.44898,7.173622,1.338212,0.519338,0.817206,1.333266,1.772706,0.9555,12.46953,6.113028,11.38008,5.551482,0.574701,0.762184,14.206,0.989576,5.442532,2.143731,18.31481,0.737638,-33.25423,-0.454987,0.022527,2.114152,0.944677,0.617891,7.303478,0.466799,8.904827,1.23996,19.32888,0.322584,395.5655,0.310996,1002.991,0.215224,-33.65902,-2.043448,1520.536,0.159487,659.2185,0.434718,-38.71165,-1.278841,2603.033,0.070701,744.3745,0.706732,-36.5208,-1.362036,-9.094076,-0.663573,15.67809,0.50782,0.096069,0.368961,-0.026666,-0.431267,0.596399,0.743758,15.87784,0.82687,4.988602,2.397459,18.55631,0.759477,-35.80202,-0.387383,1.773701,4.150638,0.040761,-0.007604,0.46921,3.913043,2.678571,0.325,0.097767,0.0425,0.010897,-25.35894,1,0,0,0,B,B
S10,Dinamica17.3,S612,0,1,19-5-2017_11-29-52-553_Dinamica17.3_1,0,35.61317,0.084049,34.23848,36.37735,37.2565,3.018017,361.8378,208.4736,30.10049,29.65774,1.830153,0.620923,0.852777,1.457135,3.114139,2.261362,26.92142,10.26884,12.1856,11.25813,0.964494,0.676703,5.279219,3.086476,-5.421666,-2.718857,12.56179,1.369875,-25.64851,-0.609855,0.04602,1.934845,1.578738,0.707599,5.432932,0.872858,4.391316,2.024234,12.37693,0.579543,418.9609,0.293952,975.2111,0.274141,-76.63067,-1.194136,1502.405,0.091853,754.0278,0.28294,-61.49568,-1.288609,2616.745,0.053523,1024.258,0.75125,-60.9366,-1.29466,-4.557623,-1.396924,11.85111,0.682137,0.103875,0.27698,-0.020886,-0.684894,1.179784,0.532936,11.93249,1.030226,-9.265217,-1.603218,8.339301,2.097449,-30.26436,-0.520799,10.18692,-3.645965,0.020872,-0.003814,0.497128,4.545455,3.174603,0.2225,0.162231,0.1,0.028284,-22.16994,0.88,0.12,0.66,0.18,B,B
S10,Dinamica9.1,S597,0,2,19-5-2017_11-19-42-655_Dinamica9.1_2,0,36.02117,0.078052,33.97261,35.99525,37.32776,3.355156,399.1861,610.2365,44.8399,59.75434,1.549785,0.487804,0.875766,1.361735,2.301298,1.425532,12.16203,10.40903,12.89183,9.160913,0.595274,0.538871,9.886949,1.322663,0.819717,19.99503,17.64246,0.779605,-30.45212,-0.492878,0.017401,1.302781,0.973344,0.803409,7.976757,0.513343,8.471861,1.291219,15.50237,0.546384,419.6205,0.310789,913.6749,0.18268,-30.75997,-2.156312,1590.63,0.118676,517.1762,0.593371,-35.86894,-1.37027,2641.219,0.061111,820.5021,0.597799,-30.9739,-1.599639,-7.397111,-0.792834,12.38549,0.524546,0.103396,0.313213,-0.026836,-0.466683,0.606713,0.557535,11.96099,0.873253,-0.367897,-44.22844,17.22325,0.810515,-32.71189,-0.443476,8.315023,-4.855702,0.036781,-0.013163,0.554476,3.414634,2,0.445,0.309233,0.05,0.021602,-24.32884,0.9,0.1,0.43,0.24,B,B
S11,Dinamica4.3,S36,2,1,28-1-2016_12-36-16-321_Dinamica4.3_1,0,27.11144,0.188516,26.63151,27.76976,30.75219,4.120682,606.265,633.9026,64.44795,49.47949,1.785486,0.40841,1.067153,1.658762,2.54231,1.475156,17.32246,5.216067,16.43295,10.39318,1.267165,0.724533,17.63002,0.550619,10.58435,0.497037,25.22553,0.419427,-12.58178,-0.525791,0.048805,1.260043,1.000697,0.911483,5.435778,0.835231,2.468733,1.771309,19.79008,0.229931,654.0591,0.424443,1101.248,0.149155,-64.01938,-1.238356,1830.737,0.187884,767.5906,0.514971,-72.91286,-0.992144,2722.249,0.125126,626.4479,0.530219,-72.03923,-1.010709,-12.46043,-0.186339,19.68657,0.232411,0.02548,0.980408,-0.017811,-0.521542,1.208638,0.81914,20.52633,0.138291,11.70399,0.43676,27.56539,0.427144,-10.69619,-0.552552,-1.167235,5.217668,0.011051,-0.014884,1.769097,4.347826,2.325582,0.31,0.05,0.1,0.04,-20.75866,1,0,0,0,B,M
S11,Dinamica4.2,S27,1,4,30-11-2015_12-32-22-327_Dinamica4.2_4,0,30.68221,0.090532,28.00382,31.89701,32.60632,4.602499,55.03765,44.11509,15.41523,23.47729,5.310287,0.417641,3.169145,5.044571,7.60632,4.437176,43.99713,15.91127,31.17657,27.63853,4.550617,0.618045,27.02566,0.473728,0.427831,19.85991,5.295012,1.350556,-4.384416,-1.466069,0.024454,2.145623,2.124346,0.708106,8.144572,0.522238,-0.12001,-44.91332,21.08431,0.361248,407.5336,0.239003,1259.88,0.151138,-37.17436,-1.809155,1324.627,0.097691,1006.762,0.200613,-43.71358,-1.409662,2321.138,0.081893,902.3528,0.335988,-51.99606,-1.121524,-13.32364,-0.381769,24.86272,0.251198,-0.017887,-1.756431,-0.026058,-0.372236,5.136905,0.593231,31.69687,0.225043,1.551408,5.120328,5.374122,1.289656,-5.49296,-0.909728,-1.812609,9.355548,-0.039671,-0.014143,2.824328,4.081633,3.26087,0.25,0.170489,0.06,0.03,-5.054441,1,0,0,0,B,M
S11,Dinamica3.1,S5,0,1,18-6-2015_10-18-48-283_Dinamica3.1_1,0,29.70197,0.077986,28.29614,30.62718,31.33285,3.036713,-5.99052,25.17075,25.39235,17.01934,0.916658,0.36099,0.659119,0.920982,1.15287,0.493751,9.49332,2.975733,6.613533,4.106647,0.355304,0.47688,26.39758,0.419876,-2.716526,-4.526613,6.205661,1.935026,-2.352374,-3.528408,0.041765,1.196054,1.268767,0.908154,6.392599,0.688443,-1.535236,-4.136898,16.27954,0.375838,439.3609,0.410636,1428.055,0.144825,-40.15565,-1.636736,1354.005,0.151396,1086.332,0.196706,-43.48233,-1.399824,2356.286,0.091696,932.6799,0.186932,-50.59391,-1.149644,-10.73577,-0.521347,21.21241,0.339321,0.047007,0.5784,-0.017305,-0.576681,0.403659,0.380901,30.03457,0.281434,-0.62463,-14.59041,7.975091,1.597128,-1.611914,-4.940723,-1.107599,6.926641,0.006194,0.000835,0.183292,6.329114,2.702703,0.305,0.215,0.045,0.015,-28.69188,1,0,0,0,B,M
S11,Dinamica5.1,S38,2,1,28-1-2016_12-39-37-867_Dinamica5.1_1,0,30.39569,0.158879,28.72221,30.01254,31.28582,2.563612,84.79743,51.52447,57.88658,32.66498,2.789541,0.505285,1.291326,2.744374,3.98144,2.690114,28.20915,14.81945,22.02542,9.989166,1.845533,0.668496,17.57216,0.817434,-0.035036,-217.4225,20.55085,0.74039,-10.28525,-1.186196,0.043913,1.515129,1.313615,0.816022,5.135063,0.759233,0.221112,23.72482,13.41594,0.519625,499.9044,0.538333,1101.856,0.150679,-34.45507,-1.965622,1524.177,0.197992,628.2554,0.309628,-39.7062,-1.494614,2566.802,0.112204,572.8631,0.261698,-41.07555,-1.415465,-7.791558,-0.565097,15.06335,0.417214,0.057816,0.603667,-0.016689,-0.600163,1.829204,0.58632,22.26192,0.388731,-1.217731,-5.299034,20.1742,0.807627,-9.349468,-1.29948,10.41927,-7.598223,0.015414,-0.009148,2.383862,5.590062,2.580645,0.325,0.251645,0.06,0.037417,-15.40171,0.59,0.41,1.46,0.28,B,M
S11,Dinamica5.1,S57,3,2,14-3-2016_12-0-37-152_Dinamica5.1_2,0,30.38326,0.175669,28.41712,29.64929,31.01916,2.602036,431.2926,181.3886,-11.58166,33.97776,1.966232,0.44836,1.148288,1.855274,2.700405,1.552117,26.66656,14.37243,15.66112,7.39443,1.06658,0.57739,12.06416,0.883577,6.363912,0.998406,21.95709,0.590442,-10.17047,-0.883132,0.025706,1.061664,1.221416,0.743349,5.138378,0.622634,0.98202,5.614058,11.22132,0.689963,688.0535,0.418648,1016.011,0.244843,-43.30617,-1.561041,1793.696,0.193132,583.6734,0.669765,-48.33723,-1.275615,2724.004,0.129777,696.3946,0.618341,-45.01183,-1.371071,-5.909365,-0.998298,10.77751,0.642902,0.052855,0.578227,-0.012805,-0.735973,1.159483,0.495591,14.64691,0.544596,6.406681,0.985284,23.45615,0.566128,-9.51309,-0.932038,5.630814,-0.878155,0.002384,0.000024,0.722892,6.132076,2.427185,0.34,0.256359,0.086667,0.018856,-21.32293,0.75,0.25,1.06,0.23,B,M
S11,Dinamica1.2,S42,3,2,14-3-2016_11-43-14-307_Dinamica1.2_2,0,30.15436,0.159604,28.46659,30.11463,30.77268,2.306086,232.6738,149.153,15.87941,16.80739,1.537148,0.576747,0.653489,1.372218,2.412687,1.759198,25.05149,18.99509,14.76264,14.51488,0.755274,0.912551,8.137531,1.481129,10.41655,0.641312,19.64985,0.653706,-13.56824,-0.895177,0.02326,1.061491,1.228494,0.80642,4.56812,0.845846,-3.285533,-1.993284,6.986616,2.32013,845.1204,0.288283,939.0695,0.289704,-53.05255,-1.353142,2007.972,0.138315,430.2676,0.568804,-52.18736,-1.240206,3018.073,0.085542,445.7017,0.503784,-51.25924,-1.276805,-5.571787,-1.067143,10.48632,0.593898,0.049546,0.756961,-0.018138,-0.695903,0.786583,0.829518,12.23356,0.753119,11.22111,0.589007,21.46589,0.616891,-15.63387,-0.754794,5.644346,-0.531681,-0.006406,0.00232,0.615246,4.347826,3.370787,0.231667,0.276431,0.0675,0.022776,-24.24416,0.87,0.13,0.47,0.29,B,M
S11,Dinamica4.3,S30,1,2,30-11-2015_12-33-6-949_Dinamica4.3_2,0,30.48896,0.052521,29.54531,30.84675,31.48072,1.93541,160.549,203.1965,11.01322,11.69568,4.198148,0.301103,3.075746,4.347773,5.239087,2.163341,43.73914,23.8109,22.02656,10.30323,3.264894,0.502084,24.03433,0.648647,0.437535,15.58765,18.78708,0.742017,-9.41926,-0.725518,0.019552,0.808119,0.731937,0.902749,8.570631,0.288903,0.04697,126.8009,20.1927,0.183168,397.7846,0.316681,1166.887,0.214051,-50.15764,-1.566789,1343.245,0.155352,801.1354,0.367513,-59.19882,-1.224134,2350.087,0.071016,628.9089,0.16995,-64.26996,-1.08286,-13.56795,-0.349746,22.38884,0.250434,0.028115,0.907282,-0.024996,-0.393454,3.471185,0.521033,30.95509,0.249408,2.653342,2.007733,21.83942,0.674882,-9.467196,-0.796872,6.030803,1.56772,0.009869,-0.008424,2.880876,6.306306,1.904762,0.4,0.01,0.105,0.025,-8.438505,1,0,0,0,B,B
S11,Dinamica4.3,S12,0,2,18-6-2015_10-22-5-717_Dinamica4.3_2,0,29.13362,0.037602,28.45755,29.03364,30.0383,1.580742,110.9711,109.153,30.37281,23.88403,0.666721,0.315313,0.468574,0.662647,0.850832,0.382258,4.03989,2.195924,4.289799,1.475012,0.206237,0.496792,20.93188,0.677069,-1.604242,-6.77762,15.54274,0.718077,-9.411909,-0.788416,0.036436,1.000414,0.864964,0.924315,6.251496,0.58237,-0.321957,-10.94796,19.57163,0.442961,468.7751,0.436445,1300.637,0.122463,-72.00069,-1.254015,1398.235,0.182937,966.0656,0.107158,-76.16129,-1.097278,2409.3,0.098449,748.3169,0.133987,-81.1936,-0.989066,-11.93501,-0.459713,19.92378,0.436805,0.061004,0.376127,-0.014499,-0.875819,0.223108,0.485496,28.63181,0.313753,2.761626,3.233935,16.73567,0.739396,-6.235068,-0.945892,4.071676,-0.057094,0.023495,0.002915,0.182863,5.05618,1.744186,0.38,0.193046,0.265,0.055,-34.07912,0.89,0.11,0.5,0.22,B,M
S11,Dinamica4.2,S35,2,1,28-1-2016_12-35-52-426_Dinamica4.2_1,0,30.10028,0.029957,29.18548,30.09615,30.8827,1.697218,82.96723,96.36836,20.50919,9.108438,2.651695,0.41782,1.692648,2.598748,3.690647,1.997999,28.07172,9.316722,13.54431,10.2586,2.162577,0.611602,18.06918,0.531871,10.59732,1.077167,16.93848,0.548497,-16.9419,-0.845256,0.015521,1.151015,1.188097,0.51053,7.608781,0.331841,-2.790326,-1.645722,21.2907,0.246822,537.0864,0.366211,1275.362,0.164351,-90.29116,-0.985209,1655.122,0.227582,760.5566,0.288623,-83.25412,-0.968604,2746.754,0.097812,453.4879,0.312268,-86.7271,-0.896811,-13.31694,-0.351494,21.30172,0.187182,0.05348,0.615695,-0.025632,-0.743619,1.964453,0.674417,23.7938,0.253224,17.32831,0.437045,16.39161,0.556368,-19.30059,-0.84812,-1.07875,5.909593,0.003179,-0.009926,2.883528,5.479452,2.941176,0.215,0.125,0.105,0.085,-15.80203,1,0,0,0,B,B
S11,Dinamica4.3,S53,3,1,14-3-2016_11-56-50-293_Dinamica4.3_1,0,32.67061,0.260305,29.11071,30.47184,32.21813,3.107418,1144.438,1098.697,135.7915,64.07093,2.016404,0.568343,0.956079,1.835068,3.106523,2.150444,24.53142,14.71711,16.65488,7.891353,1.386247,0.885308,8.368327,1.644717,0.925513,10.35656,24.33455,0.730283,-10.94688,-0.896115,0.045179,1.521245,1.423297,0.681512,1.983528,2.142566,0.411371,19.56785,8.381023,1.224773,671.4142,0.532967,1013.394,0.233035,-57.68766,-1.336169,1728.042,0.189149,550.507,0.456515,-56.81248,-1.196482,2717.997,0.124672,659.2401,0.335471,-51.31363,-1.340093,-3.23665,-2.650819,9.158713,1.090002,0.046926,0.733467,-0.013327,-0.614485,1.313495,0.878899,11.43886,1.090587,0.837296,11.29025,25.17487,0.744795,-9.557007,-1.03041,5.909931,-0.759528,0.019566,-0.007318,1.728377,4.388715,3.821656,0.196667,0.158237,0.054444,0.042455,-20.68064,0.73,0.27,0.91,0.3,B,M
S11,Dinamica4.2,S54,3,2,14-3-2016_11-56-7-900_Dinamica4.2_2,0,31.64612,0.226498,28.74696,30.54569,31.41955,2.672585,59.63815,0,-189.2143,145.8422,2.167103,0.498705,0.937869,2.314692,3.19799,2.260122,20.40216,13.99061,19.86327,6.898401,1.328428,0.801427,15.10265,0.907119,7.857887,1.466984,14.27037,0.440301,-21.52592,-0.467461,0.02501,1.109998,1.165829,0.757366,6.498937,0.577786,-0.342869,-12.29978,15.33888,0.606897,759.7162,0.322565,985.1372,0.298564,-45.72758,-1.537923,1987.107,0.202359,506.2901,0.708097,-51.53578,-1.244953,3009.501,0.114732,507.791,0.453468,-50.34247,-1.224328,-8.149764,-1.050519,13.32852,0.695028,0.058349,0.465711,-0.025996,-0.639938,1.255974,0.794552,19.20376,0.582624,9.847906,1.200163,13.58185,0.459997,-22.76395,-0.441171,5.897058,-1.982361,0.016128,-0.005701,1.967468,5.405406,3.809524,0.2075,0.273073,0.05,0.008165,-19.76208,1,0,0,0,B,B
